date,bodyweight,lift,weight,reps,set_type,notes,sleep
2025-05-10,77.7,pendlay_row,42.5,10,accessory,,7.8
2025-05-11,78.9,deadlift,97.5,3,t1,,7.5
2025-05-11,78.9,deadlift,97.5,3,t1,,7.5
2025-05-11,78.9,deadlift,97.5,6,t1_amrap,programmed 3+,7.5
2025-05-11,78.9,deadlift,97.5,3,t1,,7.5
2025-05-11,78.9,deadlift,97.5,3,t1,,7.5
2025-05-11,78.9,deadlift,97.5,3,t1,,7.5
2025-05-11,78.9,deadlift,97.5,3,t1,,7.5
2025-05-11,78.9,deadlift,97.5,3,t1,,7.5
2025-05-11,78.9,deadlift,97.5,3,t1,,7.5
2025-05-11,78.9,front_squat,35,5,t2,,7.5
2025-05-11,78.9,front_squat,35,5,t2,,7.5
2025-05-11,78.9,front_squat,35,3,t2,,7.5
2025-05-11,78.9,front_squat,35,5,t2,,7.5
2025-05-11,78.9,front_squat,35,5,t2,,7.5
2025-05-11,78.9,front_squat,35,3,t2,,7.5
2025-05-11,78.9,front_squat,35,5,t2,,7.5
2025-05-11,78.9,front_squat,35,5,t2,,7.5
2025-05-11,78.9,pendlay_row,42.5,8,accessory,,7.5
2025-05-11,78.9,pendlay_row,42.5,8,accessory,,7.5
2025-05-12,79.3,bench,55,8,t1,,8.1
2025-05-12,79.3,bench,62.5,6,t1,,8.1
2025-05-12,79.3,bench,70,4,t1,,8.1
2025-05-12,79.3,bench,70,4,t1,,8.1
2025-05-12,79.3,bench,70,4,t1,,8.1
2025-05-12,79.3,bench,67.5,5,t1,,8.1
2025-05-12,79.3,bench,62.5,6,t1,,8.1
2025-05-12,79.3,bench,57.5,7,t1,,8.1
2025-05-12,79.3,bench,55,9,t1_amrap,programmed 8+,8.1
2025-05-12,79.3,ohp,27.5,6,t2,,8.1
2025-05-12,79.3,ohp,32.5,5,t2,,8.1
2025-05-12,79.3,ohp,37.5,3,t2,,8.1
2025-05-12,79.3,ohp,37.5,5,t2,,8.1
2025-05-12,79.3,ohp,37.5,7,t2,,8.1
2025-05-12,79.3,ohp,37.5,5,t2,,8.1
2025-05-12,79.3,ohp,37.5,6,t2,,8.1
2025-05-12,79.3,ohp,37.5,8,t2,,8.1
2025-05-12,79.3,face_pull,17.5,14,accessory,,8.1
2025-05-12,79.3,face_pull,17.5,14,accessory,,8.1
2025-05-13,79,deadlift,107.5,5,t1,,7.5
2025-05-13,79,deadlift,122.5,3,t1,,7.5
2025-05-13,79,deadlift,137.5,2,t1_amrap,programmed 1+,7.5
2025-05-13,79,deadlift,130,3,t1,,7.5
2025-05-13,79,deadlift,122.5,3,t1,,7.5
2025-05-13,79,deadlift,115,3,t1,,7.5
2025-05-13,79,deadlift,107.5,3,t1,,7.5
2025-05-13,79,deadlift,100,3,t1,,7.5
2025-05-13,79,deadlift,92.5,6,t1_amrap,programmed 3+,7.5
2025-05-13,79,front_squat,27.5,5,t2,,7.5
2025-05-13,79,front_squat,37.5,5,t2,,7.5
2025-05-13,79,front_squat,45,3,t2,,7.5
2025-05-13,79,front_squat,45,5,t2,,7.5
2025-05-13,79,front_squat,45,7,t2,,7.5
2025-05-13,79,front_squat,45,4,t2,,7.5
2025-05-13,79,front_squat,45,6,t2,,7.5
2025-05-13,79,front_squat,45,8,t2,,7.5
2025-05-13,79,pendlay_row,42.5,6,accessory,,7.5
2025-05-13,79,pendlay_row,42.5,6,accessory,,7.5
2025-05-14,80,ohp,40,5,t1,,7.7
2025-05-14,80,ohp,45,3,t1,,7.7
2025-05-14,80,ohp,50,7,t1_amrap,programmed 1+,7.7
2025-05-14,80,ohp,47.5,3,t1,,7.7
2025-05-14,80,ohp,45,3,t1,,7.7
2025-05-14,80,ohp,42.5,3,t1,,7.7
2025-05-14,80,ohp,40,5,t1,,7.7
2025-05-14,80,ohp,37.5,5,t1,,7.7
2025-05-14,80,ohp,35,8,t1_amrap,programmed 5+,7.7
2025-05-14,80,incline_bench,27.5,6,t2,,7.7
2025-05-14,80,incline_bench,32.5,6,t2,,7.7
2025-05-14,80,incline_bench,40,3,t2,,7.7
2025-05-14,80,incline_bench,40,5,t2,,7.7
2025-05-14,80,incline_bench,40,7,t2,,7.7
2025-05-14,80,incline_bench,40,4,t2,,7.7
2025-05-14,80,incline_bench,40,7,t2,,7.7
2025-05-14,80,incline_bench,40,8,t2,,7.7
2025-05-14,80,face_pull,17.5,13,accessory,,7.7
2025-05-14,80,face_pull,17.5,13,accessory,,7.7
2025-05-14,80,pendlay_row,42.5,6,accessory,,7.7
2025-05-14,80,pendlay_row,42.5,6,accessory,,7.7
2025-05-15,79.9,squat,87.5,5,t1,,7
2025-05-15,79.9,squat,97.5,3,t1,,7
2025-05-15,79.9,squat,110,3,t1_amrap,programmed 1+,7
2025-05-15,79.9,squat,105,3,t1,,7
2025-05-15,79.9,squat,97.5,3,t1,,7
2025-05-15,79.9,squat,92.5,3,t1,,7
2025-05-15,79.9,squat,87.5,5,t1,,7
2025-05-15,79.9,squat,80,5,t1,,7
2025-05-15,79.9,squat,75,8,t1_amrap,programmed 5+,7
2025-05-15,79.9,sumo_deadlift,65,5,t2,,7
2025-05-15,79.9,sumo_deadlift,77.5,5,t2,,7
2025-05-15,79.9,sumo_deadlift,90,3,t2,,7
2025-05-15,79.9,sumo_deadlift,90,5,t2,,7
2025-05-15,79.9,sumo_deadlift,90,7,t2,,7
2025-05-15,79.9,sumo_deadlift,90,4,t2,,7
2025-05-15,79.9,sumo_deadlift,90,5,t2,,7
2025-05-15,79.9,sumo_deadlift,90,8,t2,,7
2025-05-15,79.9,pendlay_row,42.5,8,accessory,,7
2025-05-15,79.9,pendlay_row,42.5,8,accessory,,7
2025-05-16,78.8,bench,62.5,5,t1,,6.4
2025-05-16,78.8,bench,70,3,t1,,6.4
2025-05-16,78.8,bench,80,6,t1_amrap,programmed 1+,6.4
2025-05-16,78.8,bench,75,3,t1,,6.4
2025-05-16,78.8,bench,70,5,t1,,6.4
2025-05-16,78.8,bench,67.5,3,t1,,6.4
2025-05-16,78.8,bench,62.5,5,t1,,6.4
2025-05-16,78.8,bench,57.5,3,t1,,6.4
2025-05-16,78.8,bench,55,6,t1_amrap,programmed 5+,6.4
2025-05-16,78.8,cgbench,27.5,6,t2,,6.4
2025-05-16,78.8,cgbench,35,5,t2,,6.4
2025-05-16,78.8,cgbench,42.5,3,t2,,6.4
2025-05-16,78.8,cgbench,42.5,5,t2,,6.4
2025-05-16,78.8,cgbench,42.5,7,t2,,6.4
2025-05-16,78.8,cgbench,42.5,4,t2,,6.4
2025-05-16,78.8,cgbench,42.5,6,t2,,6.4
2025-05-16,78.8,cgbench,42.5,8,t2,,6.4
2025-05-16,78.8,face_pull,17.5,16,accessory,,6.4
2025-05-16,78.8,face_pull,17.5,16,accessory,,6.4
2025-05-16,78.8,pendlay_row,42.5,10,accessory,,6.4
2025-05-16,78.8,pendlay_row,42.5,10,accessory,,6.4
2025-05-18,78.3,deadlift,100,3,t1,,6.6
2025-05-18,78.3,deadlift,100,3,t1,,6.6
2025-05-18,78.3,deadlift,100,6,t1_amrap,programmed 3+,6.6
2025-05-18,78.3,deadlift,100,3,t1,,6.6
2025-05-18,78.3,deadlift,100,3,t1,,6.6
2025-05-18,78.3,deadlift,100,3,t1,,6.6
2025-05-18,78.3,deadlift,100,3,t1,,6.6
2025-05-18,78.3,deadlift,100,3,t1,,6.6
2025-05-18,78.3,deadlift,100,3,t1,,6.6
2025-05-18,78.3,front_squat,37.5,5,t2,,6.6
2025-05-18,78.3,front_squat,37.5,5,t2,,6.6
2025-05-18,78.3,front_squat,37.5,2,t2,,6.6
2025-05-18,78.3,front_squat,37.5,6,t2,,6.6
2025-05-18,78.3,front_squat,37.5,5,t2,,6.6
2025-05-18,78.3,front_squat,37.5,4,t2,,6.6
2025-05-18,78.3,front_squat,37.5,5,t2,,6.6
2025-05-18,78.3,front_squat,37.5,5,t2,,6.6
2025-05-18,78.3,pendlay_row,42.5,8,accessory,,6.6
2025-05-18,78.3,pendlay_row,42.5,8,accessory,,6.6
2025-05-19,78.6,bench,55,8,t1,,8
2025-05-19,78.6,bench,65,6,t1,,8
2025-05-19,78.6,bench,72.5,4,t1,,8
2025-05-19,78.6,bench,72.5,4,t1,,8
2025-05-19,78.6,bench,72.5,4,t1,,8
2025-05-19,78.6,bench,67.5,5,t1,,8
2025-05-19,78.6,bench,65,6,t1,,8
2025-05-19,78.6,bench,60,7,t1,,8
2025-05-19,78.6,bench,55,12,t1_amrap,programmed 8+,8
2025-05-19,78.6,ohp,27.5,6,t2,,8
2025-05-19,78.6,ohp,32.5,5,t2,,8
2025-05-19,78.6,ohp,37.5,3,t2,,8
2025-05-19,78.6,ohp,37.5,5,t2,,8
2025-05-19,78.6,ohp,37.5,7,t2,,8
2025-05-19,78.6,ohp,37.5,4,t2,,8
2025-05-19,78.6,ohp,37.5,6,t2,,8
2025-05-19,78.6,ohp,37.5,8,t2,,8
2025-05-19,78.6,face_pull,17.5,14,accessory,,8
2025-05-19,78.6,face_pull,17.5,14,accessory,,8
2025-05-20,78.7,deadlift,112.5,5,t1,,7.8
2025-05-20,78.7,deadlift,127.5,3,t1,,7.8
2025-05-20,78.7,deadlift,142.5,5,t1_amrap,programmed 1+,7.8
2025-05-20,78.7,deadlift,135,3,t1,,7.8
2025-05-20,78.7,deadlift,127.5,3,t1,,7.8
2025-05-20,78.7,deadlift,120,3,t1,,7.8
2025-05-20,78.7,deadlift,112.5,3,t1,,7.8
2025-05-20,78.7,deadlift,105,3,t1,,7.8
2025-05-20,78.7,deadlift,97.5,8,t1_amrap,programmed 3+,7.8
2025-05-20,78.7,front_squat,30,5,t2,,7.8
2025-05-20,78.7,front_squat,37.5,5,t2,,7.8
2025-05-20,78.7,front_squat,47.5,3,t2,,7.8
2025-05-20,78.7,front_squat,47.5,5,t2,,7.8
2025-05-20,78.7,front_squat,47.5,7,t2,,7.8
2025-05-20,78.7,front_squat,47.5,4,t2,,7.8
2025-05-20,78.7,front_squat,47.5,6,t2,,7.8
2025-05-20,78.7,front_squat,47.5,8,t2,,7.8
2025-05-20,78.7,pendlay_row,42.5,6,accessory,,7.8
2025-05-20,78.7,pendlay_row,42.5,6,accessory,,7.8
2025-05-21,78.9,ohp,40,5,t1,,8
2025-05-21,78.9,ohp,45,3,t1,,8
2025-05-21,78.9,ohp,50,6,t1_amrap,programmed 1+,8
2025-05-21,78.9,ohp,47.5,3,t1,,8
2025-05-21,78.9,ohp,45,3,t1,,8
2025-05-21,78.9,ohp,42.5,3,t1,,8
2025-05-21,78.9,ohp,40,5,t1,,8
2025-05-21,78.9,ohp,37.5,5,t1,,8
2025-05-21,78.9,ohp,35,8,t1_amrap,programmed 5+,8
2025-05-21,78.9,incline_bench,27.5,6,t2,,8
2025-05-21,78.9,incline_bench,35,5,t2,,8
2025-05-21,78.9,incline_bench,40,3,t2,,8
2025-05-21,78.9,incline_bench,40,5,t2,,8
2025-05-21,78.9,incline_bench,40,7,t2,,8
2025-05-21,78.9,incline_bench,40,4,t2,,8
2025-05-21,78.9,incline_bench,40,5,t2,,8
2025-05-21,78.9,incline_bench,40,8,t2,,8
2025-05-21,78.9,face_pull,17.5,17,accessory,,8
2025-05-21,78.9,face_pull,17.5,17,accessory,,8
2025-05-21,78.9,pendlay_row,42.5,9,accessory,,8
2025-05-21,78.9,pendlay_row,42.5,9,accessory,,8
2025-05-22,78.5,squat,90,5,t1,,6.8
2025-05-22,78.5,squat,102.5,3,t1,,6.8
2025-05-22,78.5,squat,115,4,t1_amrap,programmed 1+,6.8
2025-05-22,78.5,squat,110,3,t1,,6.8
2025-05-22,78.5,squat,102.5,3,t1,,6.8
2025-05-22,78.5,squat,97.5,3,t1,,6.8
2025-05-22,78.5,squat,90,5,t1,,6.8
2025-05-22,78.5,squat,85,5,t1,,6.8
2025-05-22,78.5,squat,77.5,10,t1_amrap,programmed 5+,6.8
2025-05-22,78.5,sumo_deadlift,67.5,5,t2,,6.8
2025-05-22,78.5,sumo_deadlift,80,5,t2,,6.8
2025-05-22,78.5,sumo_deadlift,95,3,t2,,6.8
2025-05-22,78.5,sumo_deadlift,95,5,t2,,6.8
2025-05-22,78.5,sumo_deadlift,95,7,t2,,6.8
2025-05-22,78.5,sumo_deadlift,95,5,t2,,6.8
2025-05-22,78.5,sumo_deadlift,95,6,t2,,6.8
2025-05-22,78.5,sumo_deadlift,95,8,t2,,6.8
2025-05-22,78.5,pendlay_row,42.5,6,accessory,,6.8
2025-05-22,78.5,pendlay_row,42.5,6,accessory,,6.8
2025-05-23,78.6,bench,65,5,t1,,7.1
2025-05-23,78.6,bench,72.5,3,t1,,7.1
2025-05-23,78.6,bench,80,2,t1_amrap,programmed 1+,7.1
2025-05-23,78.6,bench,77.5,3,t1,,7.1
2025-05-23,78.6,bench,72.5,5,t1,,7.1
2025-05-23,78.6,bench,67.5,3,t1,,7.1
2025-05-23,78.6,bench,65,5,t1,,7.1
2025-05-23,78.6,bench,60,3,t1,,7.1
2025-05-23,78.6,bench,55,6,t1_amrap,programmed 5+,7.1
2025-05-23,78.6,cgbench,30,6,t2,,7.1
2025-05-23,78.6,cgbench,37.5,5,t2,,7.1
2025-05-23,78.6,cgbench,42.5,3,t2,,7.1
2025-05-23,78.6,cgbench,42.5,5,t2,,7.1
2025-05-23,78.6,cgbench,42.5,7,t2,,7.1
2025-05-23,78.6,cgbench,42.5,4,t2,,7.1
2025-05-23,78.6,cgbench,42.5,6,t2,,7.1
2025-05-23,78.6,cgbench,42.5,8,t2,,7.1
2025-05-23,78.6,face_pull,17.5,17,accessory,,7.1
2025-05-23,78.6,face_pull,17.5,17,accessory,,7.1
2025-05-23,78.6,pendlay_row,42.5,8,accessory,,7.1
2025-05-23,78.6,pendlay_row,42.5,8,accessory,,7.1
2025-05-24,79.2,deadlift,105,3,t1,,6.9
2025-05-24,79.2,deadlift,105,3,t1,,6.9
2025-05-24,79.2,deadlift,105,8,t1_amrap,programmed 3+,6.9
2025-05-24,79.2,deadlift,105,3,t1,,6.9
2025-05-24,79.2,deadlift,105,3,t1,,6.9
2025-05-24,79.2,deadlift,105,3,t1,,6.9
2025-05-24,79.2,deadlift,105,3,t1,,6.9
2025-05-24,79.2,deadlift,105,3,t1,,6.9
2025-05-24,79.2,deadlift,105,3,t1,,6.9
2025-05-24,79.2,front_squat,37.5,5,t2,,6.9
2025-05-24,79.2,front_squat,37.5,4,t2,,6.9
2025-05-24,79.2,front_squat,37.5,4,t2,,6.9
2025-05-24,79.2,front_squat,37.5,5,t2,,6.9
2025-05-24,79.2,front_squat,37.5,5,t2,,6.9
2025-05-24,79.2,front_squat,37.5,3,t2,,6.9
2025-05-24,79.2,front_squat,37.5,5,t2,,6.9
2025-05-24,79.2,front_squat,37.5,5,t2,,6.9
2025-05-24,79.2,pendlay_row,42.5,6,accessory,,6.9
2025-05-24,79.2,pendlay_row,42.5,6,accessory,,6.9
2025-05-25,78.6,bench,57.5,8,t1,,6.2
2025-05-25,78.6,bench,65,6,t1,,6.2
2025-05-25,78.6,bench,75,4,t1,,6.2
2025-05-25,78.6,bench,75,4,t1,,6.2
2025-05-25,78.6,bench,75,4,t1,,6.2
2025-05-25,78.6,bench,70,5,t1,,6.2
2025-05-25,78.6,bench,65,6,t1,,6.2
2025-05-25,78.6,bench,62.5,7,t1,,6.2
2025-05-25,78.6,bench,57.5,11,t1_amrap,programmed 8+,6.2
2025-05-25,78.6,ohp,27.5,6,t2,,6.2
2025-05-25,78.6,ohp,32.5,5,t2,,6.2
2025-05-25,78.6,ohp,40,2,t2,,6.2
2025-05-25,78.6,ohp,40,5,t2,,6.2
2025-05-25,78.6,ohp,40,7,t2,,6.2
2025-05-25,78.6,ohp,40,5,t2,,6.2
2025-05-25,78.6,ohp,40,6,t2,,6.2
2025-05-25,78.6,ohp,40,8,t2,,6.2
2025-05-25,78.6,face_pull,17.5,15,accessory,,6.2
2025-05-25,78.6,face_pull,17.5,15,accessory,,6.2
2025-05-26,79.5,deadlift,112.5,5,t1,,8.5
2025-05-26,79.5,deadlift,127.5,3,t1,,8.5
2025-05-26,79.5,deadlift,142.5,2,t1_amrap,programmed 1+,8.5
2025-05-26,79.5,deadlift,135,3,t1,,8.5
2025-05-26,79.5,deadlift,127.5,3,t1,,8.5
2025-05-26,79.5,deadlift,120,3,t1,,8.5
2025-05-26,79.5,deadlift,112.5,3,t1,,8.5
2025-05-26,79.5,deadlift,105,3,t1,,8.5
2025-05-26,79.5,deadlift,97.5,8,t1_amrap,programmed 3+,8.5
2025-05-26,79.5,front_squat,30,5,t2,,8.5
2025-05-26,79.5,front_squat,37.5,6,t2,,8.5
2025-05-26,79.5,front_squat,47.5,3,t2,,8.5
2025-05-26,79.5,front_squat,47.5,5,t2,,8.5
2025-05-26,79.5,front_squat,47.5,8,t2,,8.5
2025-05-26,79.5,front_squat,47.5,4,t2,,8.5
2025-05-26,79.5,front_squat,47.5,6,t2,,8.5
2025-05-26,79.5,front_squat,47.5,8,t2,,8.5
2025-05-26,79.5,pendlay_row,42.5,7,accessory,,8.5
2025-05-26,79.5,pendlay_row,42.5,7,accessory,,8.5
2025-05-27,79.3,ohp,42.5,5,t1,,7.4
2025-05-27,79.3,ohp,47.5,3,t1,,7.4
2025-05-27,79.3,ohp,52.5,9,t1_amrap,programmed 1+,7.4
2025-05-27,79.3,ohp,50,3,t1,,7.4
2025-05-27,79.3,ohp,47.5,3,t1,,7.4
2025-05-27,79.3,ohp,45,3,t1,,7.4
2025-05-27,79.3,ohp,42.5,5,t1,,7.4
2025-05-27,79.3,ohp,40,5,t1,,7.4
2025-05-27,79.3,ohp,35,7,t1_amrap,programmed 5+,7.4
2025-05-27,79.3,incline_bench,27.5,6,t2,,7.4
2025-05-27,79.3,incline_bench,35,5,t2,,7.4
2025-05-27,79.3,incline_bench,42.5,3,t2,,7.4
2025-05-27,79.3,incline_bench,42.5,5,t2,,7.4
2025-05-27,79.3,incline_bench,42.5,7,t2,,7.4
2025-05-27,79.3,incline_bench,42.5,4,t2,,7.4
2025-05-27,79.3,incline_bench,42.5,6,t2,,7.4
2025-05-27,79.3,incline_bench,42.5,8,t2,,7.4
2025-05-27,79.3,face_pull,17.5,14,accessory,,7.4
2025-05-27,79.3,face_pull,17.5,14,accessory,,7.4
2025-05-27,79.3,pendlay_row,42.5,10,accessory,,7.4
2025-05-27,79.3,pendlay_row,42.5,10,accessory,,7.4
2025-05-28,78.7,squat,90,5,t1,,7
2025-05-28,78.7,squat,102.5,3,t1,,7
2025-05-28,78.7,squat,115,6,t1_amrap,programmed 1+,7
2025-05-28,78.7,squat,110,3,t1,,7
2025-05-28,78.7,squat,102.5,3,t1,,7
2025-05-28,78.7,squat,97.5,3,t1,,7
2025-05-28,78.7,squat,90,5,t1,,7
2025-05-28,78.7,squat,85,5,t1,,7
2025-05-28,78.7,squat,77.5,6,t1_amrap,programmed 5+,7
2025-05-28,78.7,sumo_deadlift,67.5,5,t2,,7
2025-05-28,78.7,sumo_deadlift,80,5,t2,,7
2025-05-28,78.7,sumo_deadlift,95,3,t2,,7
2025-05-28,78.7,sumo_deadlift,95,5,t2,,7
2025-05-28,78.7,sumo_deadlift,95,7,t2,,7
2025-05-28,78.7,sumo_deadlift,95,4,t2,,7
2025-05-28,78.7,sumo_deadlift,95,6,t2,,7
2025-05-28,78.7,sumo_deadlift,95,8,t2,,7
2025-05-28,78.7,pendlay_row,42.5,6,accessory,,7
2025-05-28,78.7,pendlay_row,42.5,6,accessory,,7
2025-05-29,79.9,bench,65,5,t1,,7.7
2025-05-29,79.9,bench,75,3,t1,,7.7
2025-05-29,79.9,bench,82.5,4,t1_amrap,programmed 1+,7.7
2025-05-29,79.9,bench,80,3,t1,,7.7
2025-05-29,79.9,bench,75,5,t1,,7.7
2025-05-29,79.9,bench,70,3,t1,,7.7
2025-05-29,79.9,bench,65,5,t1,,7.7
2025-05-29,79.9,bench,62.5,3,t1,,7.7
2025-05-29,79.9,bench,57.5,9,t1_amrap,programmed 5+,7.7
2025-05-29,79.9,cgbench,30,5,t2,,7.7
2025-05-29,79.9,cgbench,37.5,5,t2,,7.7
2025-05-29,79.9,cgbench,45,4,t2,,7.7
2025-05-29,79.9,cgbench,45,5,t2,,7.7
2025-05-29,79.9,cgbench,45,7,t2,,7.7
2025-05-29,79.9,cgbench,45,4,t2,,7.7
2025-05-29,79.9,cgbench,45,6,t2,,7.7
2025-05-29,79.9,cgbench,45,8,t2,,7.7
2025-05-29,79.9,face_pull,17.5,17,accessory,,7.7
2025-05-29,79.9,face_pull,17.5,17,accessory,,7.7
2025-05-29,79.9,pendlay_row,42.5,9,accessory,,7.7
2025-05-29,79.9,pendlay_row,42.5,9,accessory,,7.7
2025-05-30,78.7,deadlift,105,3,t1,,6.5
2025-05-30,78.7,deadlift,105,3,t1,,6.5
2025-05-30,78.7,deadlift,105,7,t1_amrap,programmed 3+,6.5
2025-05-30,78.7,deadlift,105,3,t1,,6.5
2025-05-30,78.7,deadlift,105,3,t1,,6.5
2025-05-30,78.7,deadlift,105,3,t1,,6.5
2025-05-30,78.7,deadlift,105,3,t1,,6.5
2025-05-30,78.7,deadlift,105,3,t1,,6.5
2025-05-30,78.7,deadlift,105,3,t1,,6.5
2025-05-30,78.7,front_squat,37.5,5,t2,,6.5
2025-05-30,78.7,front_squat,37.5,5,t2,,6.5
2025-05-30,78.7,front_squat,37.5,4,t2,,6.5
2025-05-30,78.7,front_squat,37.5,5,t2,,6.5
2025-05-30,78.7,front_squat,37.5,5,t2,,6.5
2025-05-30,78.7,front_squat,37.5,3,t2,,6.5
2025-05-30,78.7,front_squat,37.5,5,t2,,6.5
2025-05-30,78.7,front_squat,37.5,5,t2,,6.5
2025-05-30,78.7,pendlay_row,42.5,9,accessory,,6.5
2025-05-30,78.7,pendlay_row,42.5,9,accessory,,6.5
2025-06-01,78.6,bench,57.5,8,t1,,6.8
2025-06-01,78.6,bench,65,6,t1,,6.8
2025-06-01,78.6,bench,75,4,t1,,6.8
2025-06-01,78.6,bench,75,4,t1,,6.8
2025-06-01,78.6,bench,75,4,t1,,6.8
2025-06-01,78.6,bench,70,5,t1,,6.8
2025-06-01,78.6,bench,65,6,t1,,6.8
2025-06-01,78.6,bench,62.5,7,t1,,6.8
2025-06-01,78.6,bench,57.5,12,t1_amrap,programmed 8+,6.8
2025-06-01,78.6,ohp,27.5,6,t2,,6.8
2025-06-01,78.6,ohp,32.5,5,t2,,6.8
2025-06-01,78.6,ohp,40,3,t2,,6.8
2025-06-01,78.6,ohp,40,5,t2,,6.8
2025-06-01,78.6,ohp,40,7,t2,,6.8
2025-06-01,78.6,ohp,40,4,t2,,6.8
2025-06-01,78.6,ohp,40,6,t2,,6.8
2025-06-01,78.6,ohp,40,8,t2,,6.8
2025-06-01,78.6,face_pull,17.5,16,accessory,,6.8
2025-06-01,78.6,face_pull,17.5,16,accessory,,6.8
2025-06-02,79.6,deadlift,112.5,5,t1,,7.9
2025-06-02,79.6,deadlift,127.5,3,t1,,7.9
2025-06-02,79.6,deadlift,142.5,5,t1_amrap,programmed 1+,7.9
2025-06-02,79.6,deadlift,135,3,t1,,7.9
2025-06-02,79.6,deadlift,127.5,3,t1,,7.9
2025-06-02,79.6,deadlift,120,3,t1,,7.9
2025-06-02,79.6,deadlift,112.5,3,t1,,7.9
2025-06-02,79.6,deadlift,105,3,t1,,7.9
2025-06-02,79.6,deadlift,97.5,5,t1_amrap,programmed 3+,7.9
2025-06-02,79.6,front_squat,30,5,t2,,7.9
2025-06-02,79.6,front_squat,40,5,t2,,7.9
2025-06-02,79.6,front_squat,47.5,3,t2,,7.9
2025-06-02,79.6,front_squat,47.5,4,t2,,7.9
2025-06-02,79.6,front_squat,47.5,7,t2,,7.9
2025-06-02,79.6,front_squat,47.5,3,t2,,7.9
2025-06-02,79.6,front_squat,47.5,6,t2,,7.9
2025-06-02,79.6,front_squat,47.5,8,t2,,7.9
2025-06-02,79.6,pendlay_row,42.5,6,accessory,,7.9
2025-06-02,79.6,pendlay_row,42.5,6,accessory,,7.9
2025-06-03,79,ohp,42.5,5,t1,,6.8
2025-06-03,79,ohp,47.5,3,t1,,6.8
2025-06-03,79,ohp,52.5,5,t1_amrap,programmed 1+,6.8
2025-06-03,79,ohp,50,3,t1,,6.8
2025-06-03,79,ohp,47.5,3,t1,,6.8
2025-06-03,79,ohp,45,3,t1,,6.8
2025-06-03,79,ohp,42.5,5,t1,,6.8
2025-06-03,79,ohp,40,5,t1,,6.8
2025-06-03,79,ohp,35,9,t1_amrap,programmed 5+,6.8
2025-06-03,79,incline_bench,27.5,6,t2,,6.8
2025-06-03,79,incline_bench,35,5,t2,,6.8
2025-06-03,79,incline_bench,42.5,3,t2,,6.8
2025-06-03,79,incline_bench,42.5,5,t2,,6.8
2025-06-03,79,incline_bench,42.5,7,t2,,6.8
2025-06-03,79,incline_bench,42.5,4,t2,,6.8
2025-06-03,79,incline_bench,42.5,6,t2,,6.8
2025-06-03,79,incline_bench,42.5,8,t2,,6.8
2025-06-03,79,face_pull,17.5,14,accessory,,6.8
2025-06-03,79,face_pull,17.5,14,accessory,,6.8
2025-06-03,79,pendlay_row,42.5,6,accessory,,6.8
2025-06-03,79,pendlay_row,42.5,6,accessory,,6.8
2025-06-04,78.5,squat,95,5,t1,,6.6
2025-06-04,78.5,squat,107.5,3,t1,,6.6
2025-06-04,78.5,squat,120,3,t1_amrap,programmed 1+,6.6
2025-06-04,78.5,squat,112.5,3,t1,,6.6
2025-06-04,78.5,squat,107.5,3,t1,,6.6
2025-06-04,78.5,squat,100,3,t1,,6.6
2025-06-04,78.5,squat,95,5,t1,,6.6
2025-06-04,78.5,squat,87.5,5,t1,,6.6
2025-06-04,78.5,squat,82.5,8,t1_amrap,programmed 5+,6.6
2025-06-04,78.5,sumo_deadlift,67.5,5,t2,,6.6
2025-06-04,78.5,sumo_deadlift,80,5,t2,,6.6
2025-06-04,78.5,sumo_deadlift,95,3,t2,,6.6
2025-06-04,78.5,sumo_deadlift,95,5,t2,,6.6
2025-06-04,78.5,sumo_deadlift,95,7,t2,,6.6
2025-06-04,78.5,sumo_deadlift,95,4,t2,,6.6
2025-06-04,78.5,sumo_deadlift,95,6,t2,,6.6
2025-06-04,78.5,sumo_deadlift,95,8,t2,,6.6
2025-06-04,78.5,pendlay_row,42.5,8,accessory,,6.6
2025-06-04,78.5,pendlay_row,42.5,8,accessory,,6.6
2025-06-05,79,bench,65,5,t1,,6.8
2025-06-05,79,bench,75,3,t1,,6.8
2025-06-05,79,bench,82.5,2,t1_amrap,programmed 1+,6.8
2025-06-05,79,bench,80,3,t1,,6.8
2025-06-05,79,bench,75,5,t1,,6.8
2025-06-05,79,bench,70,3,t1,,6.8
2025-06-05,79,bench,65,5,t1,,6.8
2025-06-05,79,bench,62.5,3,t1,,6.8
2025-06-05,79,bench,57.5,10,t1_amrap,programmed 5+,6.8
2025-06-05,79,cgbench,30,6,t2,,6.8
2025-06-05,79,cgbench,37.5,5,t2,,6.8
2025-06-05,79,cgbench,45,3,t2,,6.8
2025-06-05,79,cgbench,45,5,t2,,6.8
2025-06-05,79,cgbench,45,7,t2,,6.8
2025-06-05,79,cgbench,45,4,t2,,6.8
2025-06-05,79,cgbench,45,6,t2,,6.8
2025-06-05,79,cgbench,45,8,t2,,6.8
2025-06-05,79,face_pull,17.5,14,accessory,,6.8
2025-06-05,79,face_pull,17.5,14,accessory,,6.8
2025-06-05,79,pendlay_row,42.5,7,accessory,,6.8
2025-06-05,79,pendlay_row,42.5,7,accessory,,6.8
2025-06-06,79.1,deadlift,105,3,t1,,6.7
2025-06-06,79.1,deadlift,105,3,t1,,6.7
2025-06-06,79.1,deadlift,105,4,t1_amrap,programmed 3+,6.7
